StudentID,CoursesWithPrereqsFulfilled,CoursesWithoutPrereqs,TotalMultipleORReqs,GradeAverage
STNR000340,5,12,0,8.4
STNR000341,7,12,0,9.11111111111111
STNR000342,16,18,1,5.0
STNR000343,7,9,1,10.3125
STNR000344,1,0,0,12.0
STNR000345,2,5,0,8.285714285714286
STNR000346,10,11,0,10.3
STNR000347,5,9,0,10.5
STNR000348,6,7,0,9.416666666666666
STNR000349,10,16,0,6.916666666666667
STNR000350,11,12,1,8.761904761904763
STNR000351,15,9,0,7.521739130434782
STNR000352,6,15,0,7.65
STNR000353,4,11,0,8.5
STNR000354,4,10,0,10.0
STNR000355,15,14,2,6.962962962962963
STNR000356,13,14,1,9.32
STNR000357,12,8,0,9.789473684210526
STNR000358,9,11,0,9.1
STNR000359,8,19,1,7.444444444444445
STNR000360,10,17,1,10.576923076923077
STNR000361,9,18,1,10.307692307692308
STNR000362,1,1,0,7.0
STNR000363,16,16,0,8.333333333333334
STNR000364,6,1,0,9.0
STNR000365,4,0,0,4.5
STNR000366,1,0,0,7.0
STNR000367,21,13,1,8.064516129032258
STNR000368,3,5,0,10.625
STNR000369,4,1,0,6.4
STNR000370,7,6,0,8.25
STNR000371,5,7,0,5.75
STNR000372,2,0,0,10.0
STNR000373,1,0,0,12.0
STNR000374,5,11,0,7.5
STNR000375,6,12,0,7.833333333333333
STNR000376,6,11,0,8.6
STNR000377,4,2,0,8.0
STNR000378,1,0,0,12.0
STNR000379,3,0,0,10.0
STNR000380,2,7,0,8.0
STNR000381,4,4,0,9.375
STNR000382,5,4,0,10.625
STNR000383,2,2,0,10.5
STNR000384,2,2,0,9.25
STNR000385,14,23,3,7.388888888888889
STNR000386,6,7,0,7.6923076923076925
STNR000387,8,16,0,7.5
STNR000388,9,4,1,9.181818181818182
STNR000389,8,10,0,8.0
STNR000390,1,0,0,10.0
STNR000391,1,0,0,10.0
STNR000392,2,0,0,4.0
STNR000393,1,0,0,12.0
STNR000394,6,8,0,10.214285714285714
STNR000395,1,0,0,12.0
STNR000396,1,0,0,10.0
STNR000397,5,8,0,8.846153846153847
STNR000398,1,0,0,12.0
STNR000399,8,9,0,9.307692307692308
STNR000400,3,10,0,8.5
STNR000401,2,1,0,7.0
STNR000402,1,0,0,10.0
STNR000403,2,0,0,
STNR000404,1,0,0,12.0
STNR000405,3,0,0,11.333333333333334
STNR000406,4,8,0,6.583333333333333
STNR000407,1,0,0,
STNR000408,2,3,0,9.8
STNR000409,1,0,0,12.0
STNR000410,3,9,0,7.375
STNR000411,5,4,0,8.777777777777779
STNR000412,3,4,0,8.142857142857142
STNR000413,8,8,0,7.818181818181818
STNR000414,8,8,0,8.714285714285714
STNR000415,6,10,0,7.333333333333333
STNR000416,6,10,0,8.285714285714286
STNR000417,5,6,1,7.0
STNR000418,4,8,0,10.181818181818182
STNR000419,5,11,1,7.733333333333333
STNR000420,1,0,0,10.0
STNR000421,1,3,0,10.25
STNR000422,19,13,1,6.838709677419355
STNR000423,3,11,0,5.636363636363637
STNR000424,3,13,0,7.4375
STNR000425,17,7,0,8.583333333333334
STNR000426,1,0,0,12.0
STNR000427,14,18,1,8.172413793103448
STNR000428,2,6,0,8.0
STNR000429,5,11,1,7.785714285714286
STNR000430,2,1,0,10.666666666666666
STNR000431,5,6,0,10.3
STNR000432,4,14,0,7.666666666666667
STNR000433,3,8,0,10.5
STNR000434,3,2,0,5.75
STNR000435,3,15,0,6.5
STNR000436,23,7,2,5.333333333333333
STNR000437,7,5,0,7.545454545454546
STNR000438,20,12,1,4.392857142857143
STNR000439,16,11,0,9.26086956521739
STNR000440,4,6,0,8.7
STNR000441,6,3,0,9.0
STNR000442,4,12,0,7.6875
STNR000443,12,9,1,5.9523809523809526
STNR000444,8,5,2,10.0
STNR000445,26,9,5,8.9
STNR000446,3,6,0,11.222222222222221
STNR000447,5,4,0,11.285714285714286
STNR000448,15,2,1,8.5
STNR000449,21,7,3,8.08695652173913
STNR000450,4,7,0,8.666666666666666
STNR000451,5,4,0,10.625
STNR000452,19,4,0,7.238095238095238
STNR000453,5,15,0,7.529411764705882
STNR000454,22,5,2,10.346153846153847
STNR000455,25,3,2,7.76
STNR000456,22,5,1,8.2
STNR000457,26,3,2,7.230769230769231
STNR000458,24,3,3,7.5
STNR000459,13,14,1,6.590909090909091
STNR000460,10,4,0,3.769230769230769
STNR000461,10,5,0,4.181818181818182
STNR000462,19,8,2,5.28
STNR000463,14,7,2,9.15
STNR000464,6,9,1,9.428571428571429
STNR000465,18,3,1,9.8
STNR000466,14,6,0,7.1
STNR000467,18,3,1,6.904761904761905
STNR000468,15,3,1,10.11111111111111
STNR000469,19,3,1,6.454545454545454
STNR000470,17,2,0,8.105263157894736
STNR000471,4,15,0,6.944444444444445
STNR000472,17,13,2,7.76
STNR000473,19,9,2,5.913043478260869
STNR000474,22,11,1,8.4375
STNR000475,17,15,3,7.580645161290323
STNR000476,22,10,1,5.333333333333333
STNR000477,4,10,0,6.625
STNR000478,19,13,1,8.666666666666666
STNR000479,13,18,0,7.566666666666666
STNR000480,14,13,1,9.375
STNR000481,22,14,1,4.517241379310345
STNR000482,15,14,0,10.346153846153847
STNR000483,3,6,0,9.285714285714286
STNR000484,7,5,1,7.2727272727272725
STNR000485,11,8,1,7.857142857142857
STNR000486,8,6,0,10.0
STNR000487,14,7,0,6.235294117647059
STNR000488,15,16,1,7.896551724137931
STNR000489,30,7,2,6.882352941176471
STNR000490,30,5,2,8.03125
STNR000491,2,6,0,8.714285714285714
STNR000492,33,4,2,6.96969696969697
STNR000493,31,5,3,9.363636363636363
STNR000494,8,9,0,7.0
STNR000495,25,3,2,8.814814814814815
STNR000496,14,6,1,6.705882352941177
STNR000497,14,6,1,6.75
STNR000498,12,8,0,4.055555555555555
STNR000499,5,5,1,7.0
STNR000500,3,3,0,5.5
STNR000501,4,13,1,9.266666666666667
STNR000502,2,12,0,7.923076923076923
STNR000503,13,8,2,7.777777777777778
STNR000504,13,8,2,6.666666666666667
STNR000505,13,6,1,8.352941176470589
STNR000506,16,21,3,10.735294117647058
STNR000507,4,4,0,4.333333333333333
STNR000508,15,15,2,4.785714285714286
STNR000509,22,8,1,5.925925925925926
STNR000510,21,15,0,5.771428571428571
STNR000511,16,13,0,6.869565217391305
STNR000512,9,14,2,6.944444444444445
STNR000513,4,1,0,8.2
STNR000514,33,5,2,6.9375
STNR000515,27,9,1,6.5625
STNR000517,4,4,0,11.333333333333334
STNR000518,4,3,0,9.833333333333334
STNR000519,3,4,0,10.714285714285714
STNR000520,20,6,0,7.56
STNR000521,23,3,1,6.695652173913044
STNR000522,24,3,1,5.75
STNR000523,22,4,1,7.375
STNR000524,20,8,0,7.148148148148148
STNR000525,22,5,1,7.423076923076923
STNR000526,11,4,0,8.642857142857142
STNR000527,9,3,0,8.571428571428571
STNR000528,7,3,0,5.25
STNR000529,13,8,0,3.789473684210526
STNR000530,20,3,1,7.285714285714286
STNR000531,6,2,0,10.0
STNR000532,3,8,0,9.9
STNR000533,3,6,0,4.0
STNR000534,20,7,0,7.8076923076923075
STNR000535,13,6,1,7.526315789473684
STNR000536,20,21,5,5.55
STNR000537,8,5,1,7.6923076923076925
STNR000538,9,5,0,10.0
STNR000539,4,11,1,8.733333333333333
STNR000540,9,4,0,8.25
STNR000541,15,15,0,6.12
STNR000542,11,11,0,8.0
STNR000543,9,11,3,7.526315789473684
STNR000544,10,13,2,6.086956521739131
STNR000545,4,3,0,8.5
STNR000546,8,3,0,9.125
STNR000548,1,0,0,7.0
STNR000549,3,0,0,10.333333333333334
STNR000550,2,0,0,8.0
STNR000551,24,6,0,5.785714285714286
STNR000552,5,4,0,5.75
STNR000553,13,13,0,8.2
STNR000554,10,7,0,8.5625
STNR000555,9,8,0,8.0
STNR000556,7,10,0,8.25
STNR000557,9,2,0,8.4
STNR000558,1,0,0,10.0
STNR000559,3,2,0,12.0
STNR000560,1,3,0,9.25
STNR000561,6,9,0,4.833333333333333
STNR000562,4,3,0,10.428571428571429
STNR000563,1,0,0,12.0
STNR000564,7,9,0,10.285714285714286
STNR000565,6,5,0,10.2
STNR000566,7,7,0,8.75
STNR000567,7,5,0,8.416666666666666
STNR000568,8,5,0,9.416666666666666
STNR000569,7,4,0,8.363636363636363
STNR000570,4,12,1,9.933333333333334
STNR000571,7,11,1,8.88888888888889
STNR000572,12,4,1,9.866666666666667
STNR000573,7,13,0,8.055555555555555
STNR000574,1,0,0,10.0
STNR000575,1,0,0,12.0
STNR000576,8,7,1,8.933333333333334
STNR000577,5,12,0,11.375
STNR000578,6,11,0,9.9375
STNR000579,7,9,0,10.4375
STNR000580,8,6,1,9.214285714285714
STNR000581,1,0,0,12.0
STNR000582,1,0,0,12.0
STNR000583,1,0,0,10.0
STNR000584,1,1,0,5.5
STNR000585,8,5,1,9.76923076923077
STNR000586,7,7,0,10.857142857142858
STNR000587,1,2,0,11.0
STNR000588,11,3,1,9.428571428571429
STNR000589,5,8,0,10.846153846153847
STNR000590,9,8,1,10.117647058823529
STNR000591,9,3,1,9.7
STNR000592,11,5,0,9.857142857142858
STNR000593,8,8,0,7.666666666666667
STNR000594,1,0,0,10.0
STNR000595,1,0,0,12.0
STNR000596,4,13,0,9.25
STNR000597,4,1,0,8.2
STNR000598,1,3,0,5.0
STNR000599,1,0,0,10.0
STNR000600,15,4,0,9.6875
STNR000601,8,10,0,5.6875
STNR000602,16,8,0,8.130434782608695
STNR000603,21,9,1,7.517241379310345
STNR000604,13,6,1,7.588235294117647
STNR000605,11,4,0,10.0
STNR000606,3,12,1,8.466666666666667
STNR000607,15,18,0,10.09375
STNR000608,10,9,0,6.0
STNR000609,2,12,0,7.071428571428571
STNR000610,7,7,1,7.214285714285714
STNR000611,2,1,0,11.0
STNR000612,2,1,0,12.0
STNR000613,2,3,0,9.0
STNR000614,4,2,0,9.2
STNR000615,5,1,0,8.6
STNR000616,8,0,0,8.857142857142858
STNR000617,1,1,0,7.0
STNR000618,1,0,0,7.0
STNR000619,9,4,0,9.272727272727273
STNR000620,7,7,1,9.642857142857142
STNR000621,7,11,2,10.61111111111111
STNR000622,1,0,0,12.0
STNR000623,9,8,0,7.466666666666667
STNR000624,4,2,0,6.833333333333333
STNR000625,1,8,0,3.111111111111111
STNR000626,3,4,0,8.833333333333334
STNR000627,2,2,0,5.0
STNR000628,2,4,0,10.5
STNR000629,5,3,0,10.375
STNR000630,4,3,0,9.857142857142858
STNR000631,4,1,0,5.333333333333333
STNR000632,1,0,0,12.0
STNR000633,1,0,0,12.0
STNR000634,1,0,0,7.0
STNR000635,1,4,0,8.2
STNR000636,1,0,0,12.0
STNR000637,10,7,1,10.3125
STNR000638,3,4,0,10.857142857142858
STNR000639,7,4,0,10.88888888888889
STNR000640,8,14,0,7.5
STNR000641,4,13,1,7.352941176470588
STNR000642,6,6,0,10.083333333333334
STNR000643,5,2,0,11.428571428571429
STNR000644,5,3,0,7.875
STNR000645,10,7,2,9.8125
STNR000646,7,5,0,9.583333333333334
STNR000647,3,7,0,9.1
STNR000648,4,3,0,8.833333333333334
STNR000649,3,9,0,7.833333333333333
STNR000650,9,6,1,9.642857142857142
STNR000651,5,9,0,10.0
STNR000652,5,6,0,9.818181818181818
STNR000653,6,6,1,9.454545454545455
STNR000654,5,10,0,6.133333333333334
STNR000655,9,4,0,7.461538461538462
STNR000656,5,1,0,9.333333333333334
STNR000657,10,7,2,8.058823529411764
STNR000658,3,4,0,9.857142857142858
STNR000659,6,5,0,10.3
STNR000660,5,7,0,9.545454545454545
STNR000661,8,5,1,10.090909090909092
STNR000662,8,7,0,10.666666666666666
STNR000663,1,0,0,10.0
STNR000664,8,6,1,10.833333333333334
STNR000665,8,5,1,9.692307692307692
STNR000666,6,12,0,9.705882352941176
STNR000667,5,13,0,9.6
STNR000668,4,19,1,7.368421052631579
STNR000669,10,5,1,10.2
STNR000670,5,8,2,10.666666666666666
STNR000671,1,0,0,7.0
STNR000672,7,12,1,9.578947368421053
STNR000673,4,12,0,6.5625
STNR000674,10,8,1,8.647058823529411
STNR000675,6,5,0,8.363636363636363
STNR000676,5,7,0,10.666666666666666
STNR000677,6,4,1,9.1
STNR000678,5,6,0,9.090909090909092
STNR000679,7,5,0,10.25
STNR000680,2,1,0,8.5
STNR000681,2,1,0,8.0
STNR000682,3,3,0,8.0
STNR000683,10,10,2,6.052631578947368
STNR000684,4,2,0,8.0
STNR000685,3,0,0,12.0
STNR000686,9,3,1,8.416666666666666
STNR000687,8,6,1,8.0
STNR000688,7,6,1,5.0
STNR000689,7,7,0,5.833333333333333
STNR000690,8,5,0,10.0
STNR000691,16,7,0,11.333333333333334
STNR000692,7,6,1,10.5
STNR000693,9,8,2,8.176470588235293
STNR000694,8,9,1,9.529411764705882
STNR000695,4,6,0,4.8
STNR000696,8,9,0,8.3125
STNR000697,13,5,0,7.5
STNR000698,7,9,1,7.933333333333334
STNR000699,8,20,0,10.24
STNR000700,5,6,0,9.714285714285714
STNR000701,11,12,0,10.045454545454545
STNR000702,8,10,1,9.222222222222221
STNR000703,2,0,0,12.0
STNR000704,2,13,0,10.266666666666667
STNR000705,19,13,2,6.2
STNR000706,9,8,1,7.882352941176471
STNR000707,8,6,1,2.75
STNR000708,4,11,1,7.4
STNR000709,14,4,0,7.722222222222222
STNR000710,1,0,0,10.0
STNR000711,14,15,0,8.583333333333334
STNR000712,16,8,1,9.454545454545455
STNR000713,16,10,1,6.583333333333333
STNR000714,8,9,1,10.411764705882353
STNR000715,1,2,0,9.666666666666666
STNR000716,6,11,2,10.0
STNR000717,18,9,0,8.347826086956522
STNR000718,8,15,0,10.238095238095237
STNR000719,8,6,1,9.0
STNR000720,5,6,0,8.818181818181818
STNR000721,8,13,0,6.2
STNR000722,16,15,1,10.714285714285714
STNR000723,22,11,1,7.151515151515151
STNR000724,7,7,1,9.5
STNR000725,5,4,0,9.571428571428571
STNR000726,9,4,0,9.0
STNR000727,8,9,0,9.25
STNR000728,2,6,0,7.25
STNR000729,12,6,0,10.588235294117647
STNR000730,3,8,0,5.7272727272727275
STNR000731,6,6,0,11.181818181818182
STNR000732,14,8,0,6.375
STNR000733,13,8,0,10.833333333333334
STNR000734,8,7,1,9.666666666666666
STNR000735,9,11,1,9.68421052631579
STNR000736,5,12,0,6.75
STNR000737,1,0,0,12.0
STNR000738,9,6,1,9.066666666666666
STNR000739,2,0,0,12.0
STNR000740,1,0,0,12.0
STNR000741,1,0,0,12.0
STNR000742,1,0,0,12.0
STNR000743,3,4,0,9.714285714285714
STNR000744,3,5,0,8.25
STNR000745,1,1,0,7.0
STNR000746,8,5,0,5.916666666666667
STNR000747,4,3,0,10.428571428571429
STNR000748,3,7,0,7.666666666666667
STNR000749,2,7,0,8.571428571428571
STNR000750,3,3,0,11.333333333333334
STNR000751,2,4,0,11.0
STNR000752,3,1,0,10.25
STNR000753,10,6,1,10.4375
STNR000754,1,1,0,10.0
STNR000755,5,4,0,7.5
STNR000756,5,3,0,9.285714285714286
STNR000757,8,7,3,8.4
STNR000758,2,12,0,9.153846153846153
STNR000759,10,4,1,10.153846153846153
STNR000760,11,5,0,7.75
STNR000761,7,11,0,9.333333333333334
STNR000762,1,0,0,10.0
STNR000763,2,1,0,9.5
STNR000764,7,5,1,9.636363636363637
STNR000765,7,4,0,10.363636363636363
STNR000766,9,5,0,10.5
STNR000767,10,4,0,7.5
