STUDIENR,UDDANNELSE,KURSKODE,KURSTXT,BEDOMMELSE,SKALA,ECTS,UDPROVNING,CENSUR,BEDOMMELSESDATO
STNR001330,"Materiale- og procesteknologi, cand.polyt.",41664,41664 Fysisk metallurgi: faseomdannelser i metaller og legeringer,12,7-trinsskala,5.0,Afløsningsopgave,ekstern censur,2017-12-15
STNR001330,"Materiale- og procesteknologi, cand.polyt.",41733,"41733 Metallurgi, design og fremstilling af støbte komponenter",12,7-trinsskala,5.0,Skriftlig,ekstern censur,2018-01-19
STNR001330,"Materiale- og procesteknologi, cand.polyt.",41744,41744 Præcisionsfremstillingsteknologier,12,7-trinsskala,5.0,Skriftlig,ekstern censur,2018-01-24
STNR001330,"Materiale- og procesteknologi, cand.polyt.",41747,41747 Modellering i materiale- og procesteknologi - varmetransmission og diffusion,12,7-trinsskala,5.0,Afløsningsopgave,ekstern censur,2019-01-14
STNR001330,"Materiale- og procesteknologi, cand.polyt.",41748,41748 Modellering i materiale- og procesteknologi - termomekanik,12,7-trinsskala,5.0,Afløsningsopgave,ekstern censur,2019-05-24
STNR001330,"Materiale- og procesteknologi, cand.polyt.",42490,"42490 Teknologi, ledelse, organisation og forretningsmodeller",7,7-trinsskala,10.0,Skriftlig,ekstern censur,2018-01-16
STNR001330,"Materiale- og procesteknologi, cand.polyt.",E41-30,Institut for Mekanisk Teknologi,12,7-trinsskala,30.0,Projekt,ekstern censur,2020-02-06
STNR001330,"Materiale- og procesteknologi, cand.polyt.",S41-05-1,Specialkursus ved Institut for Mekanisk Teknologi,12,7-trinsskala,5.0,Projekt,intern censur,2018-06-12
STNR001330,"Materiale- og procesteknologi, cand.polyt.",S41-05-2,Specialkursus ved Institut for Mekanisk Teknologi,EM,7-trinsskala,5.0,Projekt,intern censur,2019-02-13
STNR001330,"Materiale- og procesteknologi, cand.polyt.",S41-05-3,Specialkursus ved Institut for Mekanisk Teknologi,12,7-trinsskala,5.0,Projekt,intern censur,2019-02-05
STNR001330,"Materiale- og procesteknologi, cand.polyt.",S41-05-4,Specialkursus ved Institut for Mekanisk Teknologi,12,7-trinsskala,5.0,Projekt,intern censur,2019-03-15
STNR001330,"Materiale- og procesteknologi, cand.polyt.",S41-05-5,Specialkursus ved Institut for Mekanisk Teknologi,12,7-trinsskala,5.0,Projekt,intern censur,2019-07-12
STNR001330,"Materiale- og procesteknologi, cand.polyt.",S41-05-6,Specialkursus ved Institut for Mekanisk Teknologi,12,7-trinsskala,5.0,Projekt,intern censur,2019-07-09
STNR001335,"Materiale- og procesteknologi, cand.polyt.",41515,41515 Computerbaseret mekanismedynamik,7,7-trinsskala,5.0,Afløsningsopgave,ekstern censur,2020-12-15
STNR001335,"Materiale- og procesteknologi, cand.polyt.",41516,41516 Anisotropi og fiberkompositter,7,7-trinsskala,5.0,Afløsningsopgave,intern censur,2020-01-29
STNR001335,"Materiale- og procesteknologi, cand.polyt.",41525,41525 Finite Element Metoder,10,7-trinsskala,10.0,Skriftlig,intern censur,2020-12-22
STNR001335,"Materiale- og procesteknologi, cand.polyt.",41656,41656 Materialer i avancerede anvendelser og produkter,12,7-trinsskala,10.0,Skriftlig,ekstern censur,2020-05-27
STNR001335,"Materiale- og procesteknologi, cand.polyt.",41661,41661 Metallære,10,7-trinsskala,5.0,Afløsningsopgave,intern censur,2019-12-17
STNR001335,"Materiale- og procesteknologi, cand.polyt.",41730,41730 Industriel formgivning af metaller,12,7-trinsskala,5.0,Skriftlig,ekstern censur,2019-12-20
STNR001335,"Materiale- og procesteknologi, cand.polyt.",41733,"41733 Metallurgi, design og fremstilling af støbte komponenter",7,7-trinsskala,5.0,Skriftlig,ekstern censur,2020-01-07
STNR001335,"Materiale- og procesteknologi, cand.polyt.",41744,41744 Præcisionsfremstillingsteknologier,7,7-trinsskala,5.0,Skriftlig,ekstern censur,2021-01-12
STNR001335,"Materiale- og procesteknologi, cand.polyt.",41747,41747 Modellering i materiale- og procesteknologi - varmetransmission og diffusion,12,7-trinsskala,5.0,Afløsningsopgave,ekstern censur,2020-01-28
STNR001335,"Materiale- og procesteknologi, cand.polyt.",41748,41748 Modellering i materiale- og procesteknologi - termomekanik,12,7-trinsskala,5.0,Afløsningsopgave,ekstern censur,2020-06-03
STNR001335,"Materiale- og procesteknologi, cand.polyt.",42085,42085 Forretningsdesign til bæredygtighed,10,7-trinsskala,5.0,Skriftlig,intern censur,2020-12-13
STNR001335,"Materiale- og procesteknologi, cand.polyt.",42429,42429 Projektledelse,7,7-trinsskala,5.0,Afløsningsopgave,ekstern censur,2020-09-16
STNR001335,"Materiale- og procesteknologi, cand.polyt.",47304,47304 Keramiske processer og materialer,7,7-trinsskala,10.0,Skriftlig,ekstern censur,2020-05-19
STNR001335,"Materiale- og procesteknologi, cand.polyt.",E41-35,Institut for Mekanisk Teknologi,10,7-trinsskala,35.0,Projekt,ekstern censur,2021-07-08
STNR001335,"Materiale- og procesteknologi, cand.polyt.",S41-05-1,Specialkursus ved Institut for Mekanisk Teknologi,12,7-trinsskala,5.0,Projekt,intern censur,2020-02-03
STNR001378,"Medicin og teknologi, cand.polyt.",2411,02411 Statistisk forsøgsplanlægning,S,7-trinsskala,5.0,Skriftlig,intern censur,2018-06-11
STNR001378,"Medicin og teknologi, cand.polyt.",2411,02411 Statistisk forsøgsplanlægning,0,7-trinsskala,5.0,Skriftlig,intern censur,2018-09-11
STNR001378,"Medicin og teknologi, cand.polyt.",2411,02411 Statistisk forsøgsplanlægning,7,7-trinsskala,5.0,Skriftlig,intern censur,2019-12-20
STNR001378,"Medicin og teknologi, cand.polyt.",2429,02429 Analyse af korrelerede data: Mixede lineære modeller,4,7-trinsskala,5.0,Skriftlig,intern censur,2018-01-02
STNR001378,"Medicin og teknologi, cand.polyt.",2443,02443 Stokastisk simulation,BE,bestået/ikke bestået,5.0,Skriftlig,intern censur,2020-07-28
STNR001378,"Medicin og teknologi, cand.polyt.",22435,22435 Medikoteknisk produktudvikling,10,7-trinsskala,10.0,Skriftlig,ekstern censur,2020-01-06
STNR001378,"Medicin og teknologi, cand.polyt.",33281,33281 Biomaterialer,S,7-trinsskala,5.0,Skriftlig,intern censur,2018-05-25
STNR001378,"Medicin og teknologi, cand.polyt.",33281,33281 Biomaterialer,4,7-trinsskala,5.0,Skriftlig,intern censur,2018-08-21
STNR001378,"Medicin og teknologi, cand.polyt.",42490,"42490 Teknologi, ledelse, organisation og forretningsmodeller",7,7-trinsskala,10.0,Skriftlig,ekstern censur,2018-01-16
STNR001378,"Medicin og teknologi, cand.polyt.",E41-35,Institut for Mekanisk Teknologi,7,7-trinsskala,35.0,Projekt,ekstern censur,2021-05-12
STNR001378,"Medicin og teknologi, cand.polyt.",KU101,KU101 Patofysiologi,S,7-trinsskala,10.0,Skriftlig,ekstern censur,2019-01-17
STNR001378,"Medicin og teknologi, cand.polyt.",KU101,KU101 Patofysiologi,EM,7-trinsskala,10.0,Skriftlig,ekstern censur,2020-01-06
STNR001378,"Medicin og teknologi, cand.polyt.",KU101,KU101 Patofysiologi,4,7-trinsskala,10.0,Skriftlig,ekstern censur,2021-01-22
STNR001378,"Medicin og teknologi, cand.polyt.",KU103,KU103 Biomechanics and neural control of human movement,2,7-trinsskala,10.0,Skriftlig,ekstern censur,2020-06-01
STNR001378,"Medicin og teknologi, cand.polyt.",S31-05-1,Specialkursus ved Institut for Elektroteknologi,12,7-trinsskala,5.0,Projekt,intern censur,2018-06-01
STNR001378,"Medicin og teknologi, cand.polyt.",SKU22-10-1,"Specialkursus, Københavns Universitet",12,bestået/ikke bestået,10.0,Projekt,ingen censur,2020-06-12
STNR001378,"Medicin og teknologi, cand.polyt.",SKU22-10-2,"Specialkursus, Københavns Universitet",10,bestået/ikke bestået,10.0,Projekt,ingen censur,2020-05-11
STNR001379,"Materiale- og procesteknologi, cand.polyt.",41653,41653 Korrosion (teori og teknologi),7,7-trinsskala,10.0,Skriftlig,ekstern censur,2020-12-18
STNR001379,"Materiale- og procesteknologi, cand.polyt.",41655,41655 Avanceret overfladeteknologi,4,7-trinsskala,5.0,Skriftlig,ekstern censur,2020-05-25
STNR001379,"Materiale- og procesteknologi, cand.polyt.",41656,41656 Materialer i avancerede anvendelser og produkter,7,7-trinsskala,10.0,Skriftlig,ekstern censur,2020-05-27
STNR001379,"Materiale- og procesteknologi, cand.polyt.",41730,41730 Industriel formgivning af metaller,2,7-trinsskala,5.0,Skriftlig,ekstern censur,2019-12-20
STNR001379,"Materiale- og procesteknologi, cand.polyt.",41731,41731 Geometrisk metrologi og maskintest,12,7-trinsskala,10.0,Skriftlig,ekstern censur,2020-05-25
STNR001379,"Materiale- og procesteknologi, cand.polyt.",41733,"41733 Metallurgi, design og fremstilling af støbte komponenter",7,7-trinsskala,5.0,Skriftlig,ekstern censur,2020-01-07
STNR001379,"Materiale- og procesteknologi, cand.polyt.",41742,41742 Introduktion til mikromekanisk systemdesign og produktion,7,7-trinsskala,5.0,Skriftlig,ekstern censur,2020-01-22
STNR001379,"Materiale- og procesteknologi, cand.polyt.",41743,"41743 Mikro produktdesign, udvikling og produktion",10,7-trinsskala,5.0,Skriftlig,ekstern censur,2020-01-24
STNR001379,"Materiale- og procesteknologi, cand.polyt.",41744,41744 Præcisionsfremstillingsteknologier,7,7-trinsskala,5.0,Skriftlig,ekstern censur,2020-01-22
STNR001379,"Materiale- og procesteknologi, cand.polyt.",41808,41808 Eksperimentel faststofmekanik,4,7-trinsskala,5.0,Afløsningsopgave,intern censur,2021-02-18
STNR001379,"Materiale- og procesteknologi, cand.polyt.",42085,42085 Forretningsdesign til bæredygtighed,4,7-trinsskala,5.0,Skriftlig,intern censur,2020-01-13
STNR001379,"Materiale- og procesteknologi, cand.polyt.",42429,42429 Projektledelse,7,7-trinsskala,5.0,Afløsningsopgave,ekstern censur,2020-09-16
STNR001379,"Materiale- og procesteknologi, cand.polyt.",E41-35,Institut for Mekanisk Teknologi,10,7-trinsskala,35.0,Projekt,ekstern censur,2021-08-12
STNR001379,"Materiale- og procesteknologi, cand.polyt.",S41-05-1,Specialkursus ved Institut for Mekanisk Teknologi,7,7-trinsskala,5.0,Projekt,intern censur,2020-09-02
STNR001379,"Materiale- og procesteknologi, cand.polyt.",S41-05-2,Specialkursus ved Institut for Mekanisk Teknologi,12,7-trinsskala,5.0,Projekt,intern censur,2021-01-08
STNR001383,"Materiale- og procesteknologi, cand.polyt.",41653,41653 Korrosion (teori og teknologi),10,7-trinsskala,10.0,Skriftlig,ekstern censur,2018-12-21
STNR001383,"Materiale- og procesteknologi, cand.polyt.",41655,41655 Avanceret overfladeteknologi,12,7-trinsskala,5.0,Skriftlig,ekstern censur,2019-05-23
STNR001383,"Materiale- og procesteknologi, cand.polyt.",41656,41656 Materialer i avancerede anvendelser og produkter,12,7-trinsskala,10.0,Skriftlig,ekstern censur,2019-05-27
STNR001383,"Materiale- og procesteknologi, cand.polyt.",41658,41658 Metoder for eksperimentel materialekarakterisering,12,7-trinsskala,5.0,Afløsningsopgave,intern censur,2019-05-21
STNR001383,"Materiale- og procesteknologi, cand.polyt.",41661,41661 Metallære,12,7-trinsskala,5.0,Afløsningsopgave,intern censur,2018-12-18
STNR001383,"Materiale- og procesteknologi, cand.polyt.",41664,41664 Fysisk metallurgi: faseomdannelser i metaller og legeringer,12,7-trinsskala,5.0,Afløsningsopgave,ekstern censur,2018-12-14
STNR001383,"Materiale- og procesteknologi, cand.polyt.",41665,41665 Fysisk metallurgi: deformation og rekrystallisation,12,7-trinsskala,5.0,Afløsningsopgave,intern censur,2019-05-28
STNR001383,"Materiale- og procesteknologi, cand.polyt.",41668,41668 Numeriske simuleringer i materialelære,12,7-trinsskala,5.0,Afløsningsopgave,intern censur,2019-06-28
STNR001383,"Materiale- og procesteknologi, cand.polyt.",41733,"41733 Metallurgi, design og fremstilling af støbte komponenter",7,7-trinsskala,5.0,Skriftlig,ekstern censur,2020-01-07
STNR001383,"Materiale- og procesteknologi, cand.polyt.",41744,41744 Præcisionsfremstillingsteknologier,7,7-trinsskala,5.0,Skriftlig,ekstern censur,2020-01-22
STNR001383,"Materiale- og procesteknologi, cand.polyt.",41747,41747 Modellering i materiale- og procesteknologi - varmetransmission og diffusion,12,7-trinsskala,5.0,Afløsningsopgave,ekstern censur,2019-01-14
STNR001383,"Materiale- og procesteknologi, cand.polyt.",42085,42085 Forretningsdesign til bæredygtighed,7,7-trinsskala,5.0,Skriftlig,intern censur,2020-01-13
STNR001383,"Materiale- og procesteknologi, cand.polyt.",42430,42430 Projektledelse,10,7-trinsskala,5.0,Mundtlig,ekstern censur,2020-02-17
STNR001383,"Materiale- og procesteknologi, cand.polyt.",E41-35,Institut for Mekanisk Teknologi,10,7-trinsskala,35.0,Projekt,ekstern censur,2020-09-10
STNR001383,"Materiale- og procesteknologi, cand.polyt.",S41-10-1,Specialkursus ved Institut for Mekanisk Teknologi,10,7-trinsskala,10.0,Projekt,intern censur,2020-02-10
STNR001386,"Materiale- og procesteknologi, cand.polyt.",41653,41653 Korrosion (teori og teknologi),4,7-trinsskala,10.0,Skriftlig,ekstern censur,2018-12-21
STNR001386,"Materiale- og procesteknologi, cand.polyt.",41656,41656 Materialer i avancerede anvendelser og produkter,12,7-trinsskala,10.0,Skriftlig,ekstern censur,2018-05-20
STNR001386,"Materiale- og procesteknologi, cand.polyt.",41658,41658 Metoder for eksperimentel materialekarakterisering,10,7-trinsskala,5.0,Afløsningsopgave,intern censur,2018-05-17
STNR001386,"Materiale- og procesteknologi, cand.polyt.",41663,41663 Nanotribologi og biotribologi,7,7-trinsskala,5.0,Skriftlig,ekstern censur,2019-01-18
STNR001386,"Materiale- og procesteknologi, cand.polyt.",41664,41664 Fysisk metallurgi: faseomdannelser i metaller og legeringer,7,7-trinsskala,5.0,Afløsningsopgave,ekstern censur,2018-12-14
STNR001386,"Materiale- og procesteknologi, cand.polyt.",41709,41709 Projektkursus i metalforarbejdningsprocesser,12,7-trinsskala,5.0,Skriftlig,intern censur,2018-07-03
STNR001386,"Materiale- og procesteknologi, cand.polyt.",41732,41732 Procesteknisk tribologi - modellering og testning,12,7-trinsskala,5.0,Skriftlig,intern censur,2018-05-16
STNR001386,"Materiale- og procesteknologi, cand.polyt.",41733,"41733 Metallurgi, design og fremstilling af støbte komponenter",7,7-trinsskala,5.0,Skriftlig,ekstern censur,2019-01-10
STNR001386,"Materiale- og procesteknologi, cand.polyt.",41744,41744 Præcisionsfremstillingsteknologier,4,7-trinsskala,5.0,Skriftlig,ekstern censur,2019-01-28
STNR001386,"Materiale- og procesteknologi, cand.polyt.",42490,"42490 Teknologi, ledelse, organisation og forretningsmodeller",2,7-trinsskala,10.0,Skriftlig,ekstern censur,2018-06-20
STNR001386,"Materiale- og procesteknologi, cand.polyt.",E41-35,Institut for Mekanisk Teknologi,10,7-trinsskala,35.0,Projekt,ekstern censur,2019-08-29
STNR001386,"Materiale- og procesteknologi, cand.polyt.",S41-05-1,Specialkursus ved Institut for Mekanisk Teknologi,BE,7-trinsskala,5.0,Projekt,intern censur,2018-06-13
STNR001386,"Materiale- og procesteknologi, cand.polyt.",S41-05-2,Specialkursus ved Institut for Mekanisk Teknologi,7,7-trinsskala,5.0,Projekt,intern censur,2019-09-18
STNR001386,"Materiale- og procesteknologi, cand.polyt.",S41-10-1,Specialkursus ved Institut for Mekanisk Teknologi,12,7-trinsskala,10.0,Projekt,intern censur,2018-06-19
STNR001451,"Autonome systemer, cand.polyt.",E31-30,Institut for Elektroteknologi,10,7-trinsskala,30.0,Projekt,ekstern censur,2020-08-12
STNR001451,"Autonome systemer, cand.polyt.",S31-30-1,Specialkursus ved Institut for Elektroteknologi,12,7-trinsskala,30.0,Projekt,intern censur,2020-01-13
STNR001451,"Autonome systemer, cand.polyt.",AAU01,AAU01 Udvikling af autonome systemer,12,7-trinsskala,15.0,Mundtlig,intern censur,2019-01-30
STNR001451,"Autonome systemer, cand.polyt.",AAU02,AAU02 System udvikling og validering,7,7-trinsskala,5.0,Skriftlig,intern censur,2019-01-22
STNR001451,"Autonome systemer, cand.polyt.",AAU03,AAU03 Modellering og styring af mekatroniske systemer,12,7-trinsskala,5.0,Skriftlig,intern censur,2019-01-14
STNR001451,"Autonome systemer, cand.polyt.",AAU04,"AAU04 Optimering, skedulering og routing",12,7-trinsskala,5.0,Skriftlig,intern censur,2019-01-17
STNR001451,"Autonome systemer, cand.polyt.",AAU05,AAU05 Intelligente autonome systemer,12,7-trinsskala,15.0,Mundtlig,intern censur,2019-06-24
STNR001451,"Autonome systemer, cand.polyt.",AAU06,AAU06 Sensor baseret perception,12,7-trinsskala,5.0,Skriftlig,intern censur,2019-06-06
STNR001451,"Autonome systemer, cand.polyt.",AAU07,AAU07 Machine Learning og Big Data,12,7-trinsskala,5.0,Skriftlig,intern censur,2019-06-14
STNR001451,"Autonome systemer, cand.polyt.",AAU08,AAU08 Netværk af autonome systemer,12,7-trinsskala,5.0,Skriftlig,intern censur,2019-06-12
STNR001452,"Autonome systemer, cand.polyt.",E31-30,Institut for Elektroteknologi,EM,7-trinsskala,30.0,Projekt,ekstern censur,2020-09-01
STNR001452,"Autonome systemer, cand.polyt.",E31-30,Institut for Elektroteknologi,7,7-trinsskala,30.0,Projekt,ekstern censur,2021-04-20
STNR001452,"Autonome systemer, cand.polyt.",AAU01,AAU01 Udvikling af autonome systemer,10,7-trinsskala,15.0,Mundtlig,intern censur,2018-01-30
STNR001452,"Autonome systemer, cand.polyt.",AAU02,AAU02 System udvikling og validering,10,7-trinsskala,5.0,Skriftlig,intern censur,2018-01-17
STNR001452,"Autonome systemer, cand.polyt.",AAU03,AAU03 Modellering og styring af mekatroniske systemer,10,7-trinsskala,5.0,Skriftlig,intern censur,2018-02-07
STNR001452,"Autonome systemer, cand.polyt.",AAU04,"AAU04 Optimering, skedulering og routing",7,7-trinsskala,5.0,Skriftlig,intern censur,2019-01-10
STNR001452,"Autonome systemer, cand.polyt.",AAU05,AAU05 Intelligente autonome systemer,4,7-trinsskala,15.0,Mundtlig,intern censur,2018-08-29
STNR001452,"Autonome systemer, cand.polyt.",AAU06,AAU06 Sensor baseret perception,7,7-trinsskala,5.0,Skriftlig,intern censur,2019-07-03
STNR001452,"Autonome systemer, cand.polyt.",AAU07,AAU07 Machine Learning og Big Data,10,7-trinsskala,5.0,Skriftlig,intern censur,2019-06-14
STNR001452,"Autonome systemer, cand.polyt.",AAU08,AAU08 Netværk af autonome systemer,4,7-trinsskala,5.0,Skriftlig,intern censur,2019-06-24
STNR001452,"Autonome systemer, cand.polyt.",AAU10,AAU10 Projektorienteret forløb i en virksomhed,10,7-trinsskala,30.0,Mundtlig,intern censur,2019-01-15
STNR001484,"Autonome systemer, cand.polyt.",E31-30,Institut for Elektroteknologi,10,7-trinsskala,30.0,Projekt,ekstern censur,2020-07-17
STNR001484,"Autonome systemer, cand.polyt.",S31-30-1,Specialkursus ved Institut for Elektroteknologi,7,7-trinsskala,30.0,Projekt,intern censur,2020-01-16
STNR001484,"Autonome systemer, cand.polyt.",AAU01,AAU01 Udvikling af autonome systemer,12,7-trinsskala,15.0,Mundtlig,intern censur,2019-01-20
STNR001484,"Autonome systemer, cand.polyt.",AAU02,AAU02 System udvikling og validering,7,7-trinsskala,5.0,Skriftlig,intern censur,2019-01-22
STNR001484,"Autonome systemer, cand.polyt.",AAU03,AAU03 Modellering og styring af mekatroniske systemer,10,7-trinsskala,5.0,Skriftlig,intern censur,2019-01-14
STNR001484,"Autonome systemer, cand.polyt.",AAU04,"AAU04 Optimering, skedulering og routing",12,7-trinsskala,5.0,Skriftlig,intern censur,2019-01-17
STNR001484,"Autonome systemer, cand.polyt.",AAU05,AAU05 Intelligente autonome systemer,12,7-trinsskala,15.0,Mundtlig,intern censur,2019-06-24
STNR001484,"Autonome systemer, cand.polyt.",AAU06,AAU06 Sensor baseret perception,12,7-trinsskala,5.0,Skriftlig,intern censur,2019-06-06
STNR001484,"Autonome systemer, cand.polyt.",AAU07,AAU07 Machine Learning og Big Data,10,7-trinsskala,5.0,Skriftlig,intern censur,2019-06-14
STNR001484,"Autonome systemer, cand.polyt.",AAU08,AAU08 Netværk af autonome systemer,12,7-trinsskala,5.0,Skriftlig,intern censur,2019-06-12
STNR001521,"Vindenergi, cand.polyt.",31721,31721 Nye og disruptive teknologier i elektriske forsyningsnet,12,7-trinsskala,5.0,Afløsningsopgave,intern censur,2019-01-25
STNR001521,"Vindenergi, cand.polyt.",31730,31730 Introduktion til elforsyningssystemer,10,7-trinsskala,10.0,Mundtlig,ekstern censur,2019-01-22
STNR001521,"Vindenergi, cand.polyt.",31742,31742 Elnet analyse,10,7-trinsskala,5.0,Skriftlig,ekstern censur,2019-06-27
STNR001521,"Vindenergi, cand.polyt.",31745,31745 Digital realtids simulering og test af elforsyningssystemer,10,7-trinsskala,5.0,Skriftlig,intern censur,2019-06-29
STNR001521,"Vindenergi, cand.polyt.",31761,31761 Vedvarende energi i el-markederne,EM,7-trinsskala,5.0,Afløsningsopgave,intern censur,2019-06-17
STNR001521,"Vindenergi, cand.polyt.",31761,31761 Vedvarende energi i el-markederne,4,7-trinsskala,5.0,Afløsningsopgave,intern censur,2020-06-15
STNR001521,"Vindenergi, cand.polyt.",31765,31765 Optimering i moderne power systemer,7,7-trinsskala,5.0,Mundtlig,intern censur,2019-12-10
STNR001521,"Vindenergi, cand.polyt.",31770,31770 Højspændingsteknik,7,7-trinsskala,10.0,Mundtlig,ekstern censur,2019-05-29
STNR001521,"Vindenergi, cand.polyt.",31773,31773 Transienter i elforsyningssystemer,10,7-trinsskala,5.0,Skriftlig,ekstern censur,2019-12-10
STNR001521,"Vindenergi, cand.polyt.",31778,31778 Distribueret energiteknologier modellering og kontrol,7,7-trinsskala,5.0,Skriftlig,intern censur,2019-05-23
STNR001521,"Vindenergi, cand.polyt.",41416,"41416 Energisystemer - analyse, design og optimering",7,7-trinsskala,10.0,Skriftlig,ekstern censur,2021-06-21
STNR001521,"Vindenergi, cand.polyt.",42490,"42490 Teknologi, ledelse, organisation og forretningsmodeller",2,7-trinsskala,10.0,Skriftlig,ekstern censur,2019-01-29
STNR001521,"Vindenergi, cand.polyt.",46300,46300 Vindkraft og aeroteknologi,4,7-trinsskala,10.0,Skriftlig,intern censur,2019-01-18
STNR001521,"Vindenergi, cand.polyt.",E31-30,Institut for Elektroteknologi,4,7-trinsskala,30.0,Projekt,ekstern censur,2020-09-10
STNR001521,"Vindenergi, cand.polyt.",S31-05-1,Specialkursus ved Institut for Elektroteknologi,10,7-trinsskala,5.0,Projekt,intern censur,2020-01-09
STNR001526,"Elektroteknologi, cand.polyt.",31730,31730 Introduktion til elforsyningssystemer,7,7-trinsskala,10.0,Mundtlig,ekstern censur,2018-01-29
STNR001526,"Elektroteknologi, cand.polyt.",31750,31750 Stabilitet og kontrol i elforsyningssystemer,10,7-trinsskala,10.0,Mundtlig,intern censur,2018-12-20
STNR001526,"Elektroteknologi, cand.polyt.",31770,31770 Højspændingsteknik,12,7-trinsskala,10.0,Mundtlig,ekstern censur,2018-05-29
STNR001526,"Elektroteknologi, cand.polyt.",31773,31773 Transienter i elforsyningssystemer,12,7-trinsskala,5.0,Skriftlig,ekstern censur,2018-12-11
STNR001526,"Elektroteknologi, cand.polyt.",31778,31778 Distribueret energiteknologier modellering og kontrol,7,7-trinsskala,5.0,Skriftlig,intern censur,2018-06-06
STNR001526,"Elektroteknologi, cand.polyt.",31782,31782 Elektriske maskiner,7,7-trinsskala,5.0,Mundtlig,ekstern censur,2018-05-14
STNR001526,"Elektroteknologi, cand.polyt.",42490,"42490 Teknologi, ledelse, organisation og forretningsmodeller",7,7-trinsskala,10.0,Skriftlig,ekstern censur,2018-01-16
STNR001526,"Elektroteknologi, cand.polyt.",31783-1,31783 Integration af vindkraft i elsystemet,10,7-trinsskala,5.0,Mundtlig,intern censur,2018-12-14
STNR001526,"Elektroteknologi, cand.polyt.",E31-30,Institut for Elektroteknologi,12,7-trinsskala,30.0,Projekt,ekstern censur,2019-07-30
STNR001526,"Elektroteknologi, cand.polyt.",S31-10-1,Specialkursus ved Institut for Elektroteknologi,7,7-trinsskala,10.0,Projekt,intern censur,2018-02-04
STNR001526,"Elektroteknologi, cand.polyt.",S31-10-2,Specialkursus ved Institut for Elektroteknologi,10,7-trinsskala,10.0,Projekt,intern censur,2018-07-24
STNR001526,"Elektroteknologi, cand.polyt.",S31-10-3,Specialkursus ved Institut for Elektroteknologi,7,7-trinsskala,10.0,Projekt,intern censur,2019-03-27
STNR001528,"Informationsteknologi, cand.polyt.",2180,02180 Introduktion til kunstig intelligens,10,7-trinsskala,5.0,Skriftlig,ekstern censur,2020-07-01
STNR001528,"Informationsteknologi, cand.polyt.",2191,02191 Computersikkerhedsundersøgelser,10,7-trinsskala,5.0,Mundtlig,intern censur,2020-01-24
STNR001528,"Informationsteknologi, cand.polyt.",2193,02193 Etisk hacking,12,7-trinsskala,5.0,Afløsningsopgave,intern censur,2020-09-03
STNR001528,"Informationsteknologi, cand.polyt.",2229,02229 Systemoptimering,12,7-trinsskala,7.5,Afløsningsopgave,intern censur,2021-01-08
STNR001528,"Informationsteknologi, cand.polyt.",2239,02239 Datasikkerhed,10,7-trinsskala,7.5,Skriftlig,intern censur,2020-02-03
STNR001528,"Informationsteknologi, cand.polyt.",2244,02244 Logik for sikkerhed,7,7-trinsskala,7.5,Skriftlig,intern censur,2021-05-20
STNR001528,"Informationsteknologi, cand.polyt.",2249,02249 Beregningsmæssigt hårde problemer,10,7-trinsskala,7.5,Skriftlig,ekstern censur,2020-01-15
STNR001528,"Informationsteknologi, cand.polyt.",2261,02261 Software startup studio,12,7-trinsskala,5.0,Afløsningsopgave,intern censur,2020-01-17
STNR001528,"Informationsteknologi, cand.polyt.",2267,02267 Softwareudvikling af webtjenester,4,7-trinsskala,5.0,Skriftlig,intern censur,2021-03-08
STNR001528,"Informationsteknologi, cand.polyt.",2282,02282 Algoritmer for store datamængder,10,7-trinsskala,7.5,Skriftlig,ekstern censur,2020-06-02
STNR001528,"Informationsteknologi, cand.polyt.",2285,02285 Kunstig intelligens og multiagent-systemer,10,7-trinsskala,7.5,Skriftlig,intern censur,2020-07-05
STNR001528,"Informationsteknologi, cand.polyt.",2450,02450 Introduktion til machine learning og data mining,BE,7-trinsskala,5.0,Skriftlig,ekstern censur,2021-01-21
STNR001528,"Informationsteknologi, cand.polyt.",2456,02456 Dyb læring,12,7-trinsskala,5.0,Skriftlig,ekstern censur,2021-01-29
STNR001528,"Informationsteknologi, cand.polyt.",42490,"42490 Teknologi, ledelse, organisation og forretningsmodeller",7,7-trinsskala,10.0,Skriftlig,ekstern censur,2020-06-19
STNR001528,"Informationsteknologi, cand.polyt.",E31-30,Institut for Elektroteknologi,12,7-trinsskala,30.0,Projekt,ekstern censur,2021-07-01
STNR001590,"Elektroteknologi, cand.polyt.",2631,02631 Introduktion til programmering og databehandling,2,7-trinsskala,5.0,Skriftlig,intern censur,2019-01-18
STNR001590,"Elektroteknologi, cand.polyt.",31721,31721 Nye og disruptive teknologier i elektriske forsyningsnet,12,7-trinsskala,5.0,Afløsningsopgave,intern censur,2019-01-25
STNR001590,"Elektroteknologi, cand.polyt.",31730,31730 Introduktion til elforsyningssystemer,0,7-trinsskala,10.0,Mundtlig,ekstern censur,2019-01-22
STNR001590,"Elektroteknologi, cand.polyt.",31730,31730 Introduktion til elforsyningssystemer,2,7-trinsskala,10.0,Mundtlig,ekstern censur,2019-05-23
STNR001590,"Elektroteknologi, cand.polyt.",31745,31745 Digital realtids simulering og test af elforsyningssystemer,10,7-trinsskala,5.0,Skriftlig,intern censur,2019-06-29
